3, 301 
4, 303 
5, 408 
6, 507 
7, 614 
8, 709 
9, 810 
10, 911 
11, 1013 
12, 1114 
13, 1215 
14, 1317 
15, 1417 
16, 1517 
17, 1622 
18, 1727 
19, 1823 
