3, 302 
4, 304 
5, 406 
6, 513 
7, 624 
8, 741 
9, 838 
10, 944 
11, 1044 
12, 1119 
13, 1221 
14, 1320 
15, 1423 
16, 1522 
17, 1635 
18, 1723 
19, 1830 
