3, 304 
4, 603 
5, 1001 
6, 1502 
7, 2102 
8, 2802 
9, 3604 
10, 4502 
11, 5504 
12, 6608 
13, 7815 
14, 9108 
15, 10509 
16, 12008 
17, 13605 
18, 15315 
19, 17117 
