3, 301 
4, 603 
5, 1002 
6, 1503 
7, 2107 
8, 2803 
9, 3605 
10, 4506 
11, 5505 
12, 6603 
13, 7808 
14, 9103 
15, 10504 
16, 12004 
17, 13605 
18, 15307 
19, 17109 
